0 2.48333333333333 0.091358083291606 1
5 2.57 0.092951893172998 1
10 2.59666666666667 0.093437006574113 1
15 2.71 0.09547216580996 1
20 2.52666666666667 0.092158320565116 1
25 2.57 0.092951893172998 1
30 2.10333333333333 0.084025393721919 1
35 1.56666666666667 0.072453390722315 1
37 1.21 0.055083124684426 1
38 0.995 0.049936836666433 1
39 0.7675 0.043845542550669 1
40 0.63 0.039717510307168 1
42 0.6075 0.039000725654307 1
46 0.445 0.03337270825465 1
-5 2.6 0.093497474713373 1
-10 2.50666666666667 0.091789818957211 1
-15 2.49666666666667 0.091605030456511 1
-20 2.55 0.092586446092287 1
-25 2.45 0.09073787032497 1
-30 2.40666666666667 0.08992540392795 1
-35 2.42 0.090176148608032 1
-40 2.2 0.08594830487631 1
-45 2.07333333333333 0.083419869143396 1
-50 1.61666666666667 0.073606582669933 1
-52 1.3175 0.057485639850858 1
-54 1.065 0.051668064665226 1
-56 0.675 0.041113837770877 1
-58 0.38 0.030836707022638 1
-60 0.22 0.023458527234249 1
